GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,TRBL_CTA,TRBL_BGA,BLCK_GRPA,C_CITYA,TRUSTA,RES_ONLYA,AIANHHA,TRBL_SUBA,ANRCA,MSA_CMSAA,PMSAA,NECMAA,URB_AREAA,URBRURALA,CD106A,CD108A,CD109A,ZIP3A,ZCTAA,NAME,GV5001,GV5002,GV5003,GV5004,GV5005,GV5006,GV5007,GV5008,GV5009,GV5010,GV5011,GV5012,GV5013,GV5014,GV5015,GV5016,GV5017,GV5018,GV5019,GV5020,GV5021,GV5022,GV5023,GV5024,GV5025,GV5026,GV5027,GV5028,GV5029,GV5030,GV5031,GV5032,GV5033,GV5034,GV5035,GV5036,GV5037,GV5038,GV5039,GV5040,GV5041,GV5042,GV5043,GV5044,GV5045,GV5046,GV5047,GV5048,GV5049,GV5050,GV5051,GV5052,GV5053,GV5054,GV5055,GV5056,GV5057,GV5058,GV5059,GV5060,GV5061,GV5062,GV5063,GV5064,GV5065,GV5066,GV5067,GV5068,GV5069,GV5070,GV5071
"G2601170","2000","2","3","Michigan","26","Montcalm","117",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Montcalm County",0,0,0,0,153,0,0,4,51,0,47,0,155,0,199,0,4,47,0,201,95,3144,4187,0,8726,2,308,271,2458,1091,14080,0,128,0,233,13,0,6998,0,959,28,119,2,0,10,0,16,457,101,2122,10,61,112,81,692,1183,3,8,68,0,0,192,1066,210,7,85,5255,270,18,10,5552
"G2601190","2000","2","3","Michigan","26","Montmorency","119",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Montmorency County",0,0,0,0,18,0,0,0,18,0,106,0,15,0,64,0,10,17,0,18,7,31,278,0,1428,0,27,105,950,328,2860,0,17,0,99,0,3,1157,0,223,0,32,0,0,3,0,0,101,12,724,0,16,29,7,190,301,14,12,7,5,0,0,158,13,0,20,692,90,0,0,527
"G2601210","2000","2","3","Michigan","26","Muskegon","121",,,,,,,,,,,,,"3000","9999","9999",,,,,,,,"Muskegon County",0,0,3,4,234,37,76,52,475,6,420,0,316,6,340,0,26,117,0,905,474,1575,18596,11,15939,0,1058,992,9929,3095,33959,0,650,0,1486,9,0,17801,1,4182,34,515,9,0,7,0,90,3621,179,10074,19,93,544,281,1770,2234,22,57,726,107,0,897,8731,361,13,518,9776,613,101,150,32663
"G2601230","2000","2","3","Michigan","26","Newaygo","123",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Newaygo County",0,0,0,0,66,12,0,11,42,0,85,0,32,0,127,0,6,30,0,122,22,512,6838,0,5059,0,273,219,2376,769,10578,0,90,0,189,0,2,5417,3,899,14,189,3,0,2,0,5,513,70,2367,13,19,96,61,567,821,3,15,43,7,0,14,1442,139,0,80,4184,101,11,13,4988
"G2601250","2000","2","3","Michigan","26","Oakland","125",,,,,,,,,,,,,"2162","2160","9999",,,,,,,,"Oakland County",35,83,3970,86,19030,5804,20413,511,4609,46,5862,562,5994,800,9666,27,262,3187,0,4535,2868,5168,21684,2487,135579,174,8542,11734,53336,23940,225428,24,8583,145,13753,173,1578,150058,799,71155,836,5574,110,986,2845,8,665,10413,392,116895,787,7203,27101,1577,18689,37626,1473,1114,4133,802,48,6102,17269,3395,626,9773,55262,8389,1596,2397,221510
"G2601270","2000","2","3","Michigan","26","Oceana","127",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Oceana County",0,0,9,0,23,7,0,0,84,0,234,0,52,1,54,0,0,22,0,146,55,287,2390,2,2787,0,54,108,1083,539,6273,0,39,0,101,24,0,2801,0,422,4,118,0,0,0,0,4,504,31,1079,0,9,67,32,365,420,4,15,41,35,0,30,870,97,0,47,1965,127,0,39,3902
"G2601290","2000","2","3","Michigan","26","Ogemaw","129",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Ogemaw County",0,0,4,0,32,2,0,7,19,0,126,0,29,3,166,0,0,12,0,66,46,77,791,0,2674,0,58,107,1820,813,6120,0,43,0,332,0,0,2607,0,586,3,27,0,0,14,0,0,173,33,1375,6,26,40,32,299,538,0,13,34,7,0,0,314,53,10,43,1909,74,2,26,1152
"G2601310","2000","2","3","Michigan","26","Ontonagon","131",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Ontonagon County",2,0,0,0,9,0,0,0,26,0,24,0,7,4,9,0,0,178,0,30,15,56,92,0,736,0,28,2494,633,255,1591,0,21,0,40,0,0,669,0,256,0,20,2,0,0,0,0,270,0,586,0,6,22,35,95,128,7,0,18,12,0,0,520,15,0,16,322,18,3,1,342
"G2601330","2000","2","3","Michigan","26","Osceola","133",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Osceola County",1,0,0,0,33,19,2,0,37,0,55,7,41,0,79,0,8,16,0,41,15,109,1509,0,2888,0,92,188,1082,547,5906,0,36,0,122,0,0,2580,0,358,5,44,0,2,4,0,12,235,58,1145,6,4,49,16,360,508,0,8,10,7,0,3,982,126,5,26,1774,197,5,15,1628
"G2601350","2000","2","3","Michigan","26","Oscoda","135",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Oscoda County",0,0,0,0,13,0,0,0,17,0,58,0,19,0,57,0,0,12,0,21,27,50,317,0,1053,0,24,40,684,198,2735,0,9,0,83,0,0,912,0,244,0,27,4,0,0,0,0,78,52,726,0,7,61,0,170,287,10,6,10,4,0,3,125,117,0,19,865,33,0,13,555
"G2601370","2000","2","3","Michigan","26","Otsego","137",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Otsego County",0,0,2,0,55,22,0,0,47,10,109,0,45,7,142,0,2,12,0,107,66,129,620,0,2821,0,82,241,1334,825,6045,0,44,0,271,0,0,3000,0,687,0,46,29,2,7,0,2,251,28,3859,17,16,66,68,290,570,2,39,50,3,0,0,491,46,0,82,1697,221,6,4,1420
"G2601390","2000","2","3","Michigan","26","Ottawa","139",,,,,,,,,,,,,"3000","9999","9999",,,,,,,,"Ottawa County",8,0,8,9,473,64,0,66,382,0,680,51,561,0,514,0,23,107,0,865,445,1251,83547,29,21230,8,1375,966,7858,3044,47226,0,360,0,1127,12,72,20126,0,5912,129,606,8,17,22,0,106,2423,111,11923,181,144,616,186,2103,4124,111,112,357,71,0,169,5385,561,34,585,10642,938,63,213,27987
"G2601410","2000","2","3","Michigan","26","Presque Isle","141",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Presque Isle County",0,0,0,0,26,0,0,0,24,0,45,0,14,0,37,0,7,8,0,49,16,32,252,0,1463,0,43,32,1062,376,4711,2,17,0,159,0,0,1359,0,376,9,32,0,2,9,0,0,144,13,3879,0,14,33,5,202,395,19,0,17,2,0,2,146,35,0,41,723,66,0,4,511
"G2601430","2000","2","3","Michigan","26","Roscommon","143",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Roscommon County",0,0,8,0,35,22,0,0,39,0,179,0,69,13,199,0,0,13,0,125,63,182,919,0,3827,0,62,158,1987,661,6411,0,89,0,246,0,0,3350,0,810,0,64,0,6,31,0,2,267,54,2321,0,12,104,21,448,710,10,20,68,4,0,0,441,28,0,119,1758,104,2,15,1503
"G2601450","2000","2","3","Michigan","26","Saginaw","145",,,,,,,,,,,,,"6960","9999","9999",,,,,,,,"Saginaw County",0,0,0,0,498,32,121,43,314,0,562,34,358,8,716,2,21,148,0,1337,980,472,3095,31,16980,15,701,596,13713,4065,61430,5,688,8,1963,2,75,18113,0,5474,102,546,12,0,27,0,41,939,138,17311,21,176,1226,175,2285,4647,78,201,761,55,0,1321,1646,421,18,387,9232,858,44,208,53998
"G2601470","2000","2","3","Michigan","26","St Clair","147",,,,,,,,,,,,,"2162","2160","9999",,,,,,,,"St. Clair County",0,0,10,0,842,128,90,59,481,0,2795,0,511,25,1415,0,15,235,0,430,298,382,3037,29,18533,0,542,660,12716,5229,47321,0,600,0,1565,0,0,22167,0,8164,19,352,6,87,293,0,13,998,45,17856,52,554,1038,177,3065,5665,134,75,546,12,0,236,1472,268,33,864,9603,894,23,261,13284
"G2601490","2000","2","3","Michigan","26","St Joseph","149",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"St. Joseph County",0,0,12,0,69,0,20,17,91,0,104,10,178,21,102,0,8,49,0,118,85,162,3692,6,6730,6,247,80,2106,457,17141,0,174,0,348,3,0,6428,6,1327,120,126,16,21,5,0,17,447,388,2467,12,24,149,35,895,1101,40,16,78,0,0,84,886,896,7,92,6523,251,13,41,7250
"G2601510","2000","2","3","Michigan","26","Sanilac","151",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Sanilac County",0,0,9,0,83,28,33,4,90,0,324,0,79,0,546,0,17,20,0,87,61,245,958,0,6083,6,89,155,2337,1154,13290,4,67,0,564,0,0,5475,0,1354,0,66,3,0,92,0,8,282,60,4617,30,111,184,17,838,1591,30,12,78,14,0,2,393,195,14,174,3494,142,6,23,2956
"G2601530","2000","2","3","Michigan","26","Schoolcraft","153",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Schoolcraft County",0,0,2,0,6,0,0,2,71,0,76,0,18,3,18,0,0,136,0,86,18,43,223,0,920,0,30,226,1104,594,1899,0,29,0,74,0,0,935,0,142,2,17,2,0,0,0,0,197,7,313,2,2,25,23,115,193,8,39,24,0,0,5,891,29,0,9,456,43,0,21,926
"G2601550","2000","2","3","Michigan","26","Shiawassee","155",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Shiawassee County",7,0,5,3,127,7,11,11,87,0,166,0,170,4,329,0,0,55,0,1670,708,261,2488,9,11059,0,414,260,3742,1464,18740,0,93,0,849,0,2,9050,0,1755,35,70,6,55,35,6,11,376,54,3206,42,92,263,82,874,1981,15,92,607,0,0,20,939,177,0,149,7336,333,11,45,5263
"G2601570","2000","2","3","Michigan","26","Tuscola","157",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Tuscola County",11,0,4,0,89,12,21,0,90,0,251,0,96,44,357,0,0,54,0,165,66,246,1335,5,7014,0,201,169,4463,1702,19686,0,53,0,1243,0,6,6065,0,1006,0,107,2,0,0,0,16,355,96,5323,32,79,389,25,1037,1486,17,26,120,13,0,55,438,85,5,240,3598,225,10,85,4953
"G2601590","2000","2","3","Michigan","26","Van Buren","159",,,,,,,,,,,,,"3720","9999","9999",,,,,,,,"Van Buren County",3,0,12,3,36,0,9,3,176,0,86,16,106,15,89,0,8,369,0,410,178,397,6530,0,8294,0,603,189,2524,646,16333,9,126,0,635,0,22,9058,3,2037,59,317,9,0,5,0,37,708,64,4286,20,33,349,62,863,1235,25,54,375,23,0,153,1526,168,0,215,5776,406,57,67,13874
"G2601610","2000","2","3","Michigan","26","Washtenaw","161",,,,,,,,,,,,,"2162","0440","9999",,,,,,,,"Washtenaw County",7,28,65,25,4257,702,237,115,1231,27,976,389,2706,117,1700,32,88,665,44,1684,801,1873,7235,843,38784,96,4170,2560,12364,4239,68320,12,2300,33,3977,64,745,37190,376,14097,295,1153,74,156,236,0,480,3789,140,20937,265,1657,4982,688,5189,9916,416,252,907,248,0,2599,5218,1722,353,2072,13471,2585,1105,334,72681
"G2601630","2000","2","3","Michigan","26","Wayne","163",,,,,,,,,,,,,"2162","2160","9999",,,,,,,,"Wayne County",23,67,3381,106,56109,5057,2629,347,3677,51,5263,440,4015,346,8283,44,191,2788,35,4620,2775,3514,18645,292,109392,29,5517,9591,63763,27155,226518,85,10531,117,28797,118,650,165053,206,85037,367,5979,85,2699,6451,0,414,8337,492,173119,1019,6829,8648,900,20508,34053,1907,1138,5142,823,7,20321,11874,2284,488,10985,59062,6733,4203,5291,841617
"G2601650","2000","2","3","Michigan","26","Wexford","165",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Wexford County",4,0,2,0,123,0,0,0,58,0,59,0,79,0,87,0,0,49,0,207,67,274,2196,0,4050,5,105,254,1767,964,6826,0,77,0,193,3,0,3553,0,606,7,20,0,0,20,0,0,495,96,1724,5,15,177,100,467,942,9,51,54,71,0,25,1743,65,16,134,2122,201,0,75,2251
"G2700010","2000","2","4","Minnesota","27","Aitkin","001",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Aitkin County",5,0,0,0,28,0,0,0,41,2,34,0,21,5,15,2,0,14,0,212,26,317,375,0,985,0,61,792,661,293,4929,0,8,0,25,1,0,1587,0,233,0,13,12,0,0,0,20,2400,14,630,1,3,59,114,149,169,9,12,25,8,0,9,2302,43,2,30,647,66,9,28,683
"G2700030","2000","2","4","Minnesota","27","Anoka","003",,,,,,,,,,,,,"5120","9999","9999",,,,,,,,"Anoka County",6,159,54,4,1509,177,17,68,1047,4,449,39,564,72,387,10,40,371,0,4403,922,4960,5035,49,18350,18,1757,6700,15455,4960,109580,0,715,89,895,152,70,36902,26,7583,229,289,156,13,17,6,301,51786,159,22770,135,247,2164,3800,2813,3026,157,223,898,382,0,1153,38930,901,29,1983,9969,1100,394,714,20223
"G2700050","2000","2","4","Minnesota","27","Becker","005",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Becker County",0,0,0,0,29,1,0,0,49,0,38,0,45,5,52,0,0,5,0,457,78,496,547,6,1692,0,104,1448,1061,329,11359,4,24,0,20,25,0,2161,0,219,0,7,32,0,0,0,34,8601,4,697,10,6,101,353,182,238,0,11,19,0,0,0,2669,73,0,18,734,41,2,37,3112
"G2700070","2000","2","4","Minnesota","27","Beltrami","007",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Beltrami County",0,0,9,0,56,2,0,7,75,0,38,3,100,0,101,0,13,124,0,478,76,633,535,12,2344,3,219,642,1535,448,10430,0,18,0,127,47,0,3109,0,687,9,37,12,0,0,0,36,8374,11,1043,10,8,95,623,419,387,0,20,44,36,0,105,3243,135,0,85,1415,98,3,52,8475
"G2700090","2000","2","4","Minnesota","27","Benton","009",,,,,,,,,,,,,"6980","9999","9999",,,,,,,,"Benton County",0,0,0,0,13,0,0,0,89,0,32,0,22,0,32,0,0,11,0,431,68,431,539,0,1422,0,112,302,1496,404,18088,0,81,0,62,5,10,2885,0,307,2,14,79,0,0,0,5,3748,10,5761,4,21,81,224,191,263,39,24,69,78,0,58,2353,155,0,55,1185,55,16,56,1566
"G2700110","2000","2","4","Minnesota","27","Big Stone","011",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Big Stone County",0,0,0,0,0,0,0,0,0,1,35,0,8,0,2,8,0,0,0,95,5,133,136,0,227,0,52,8,139,44,2858,0,0,0,2,0,0,544,0,26,2,0,3,0,0,0,0,1387,0,141,5,0,20,31,33,23,0,0,2,3,0,0,663,37,0,2,228,20,0,0,148
"G2700130","2000","2","4","Minnesota","27","Blue Earth","013",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Blue Earth County",0,0,0,5,143,7,0,30,169,0,362,2,138,0,71,0,0,35,0,655,99,1080,1229,0,3347,6,392,250,1676,554,27717,0,49,0,68,3,5,6150,0,547,8,31,51,0,0,0,20,9293,37,1497,24,41,130,456,558,742,4,20,38,22,0,260,3088,240,9,69,1785,889,39,90,3316
"G2700150","2000","2","4","Minnesota","27","Brown","015",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Brown County",0,0,0,0,0,0,0,0,141,6,133,12,30,7,14,0,0,2,0,483,18,578,345,0,717,0,121,89,545,163,17602,0,10,0,28,11,0,1500,0,79,0,5,44,0,0,0,4,3252,15,492,12,0,70,129,115,101,0,0,2,36,0,0,1190,125,0,20,1043,77,8,22,967
"G2700170","2000","2","4","Minnesota","27","Carlton","017",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Carlton County",0,0,0,0,32,0,0,8,58,0,91,13,37,0,14,0,0,35,0,381,20,301,452,2,1516,0,146,5308,1527,783,7327,0,101,0,50,7,0,2346,0,811,7,42,4,2,5,0,40,4943,3,2224,0,41,66,444,385,431,34,22,48,111,0,12,5352,86,30,60,994,97,2,98,2192
"G2700190","2000","2","4","Minnesota","27","Carver","019",,,,,,,,,,,,,"5120","9999","9999",,,,,,,,"Carver County",17,0,14,18,126,10,0,3,263,0,241,5,233,4,126,0,7,43,0,1179,288,1127,1553,0,4548,5,531,843,2737,875,34688,2,128,33,295,28,37,7827,25,1497,54,88,109,7,10,0,186,10613,13,2733,71,40,410,719,657,785,38,50,71,39,0,148,6916,383,0,142,2017,375,30,97,3944
"G2700210","2000","2","4","Minnesota","27","Cass","021",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Cass County",0,0,0,0,31,0,2,2,44,0,41,0,14,9,21,0,0,23,0,340,66,443,633,3,2052,3,99,457,1207,310,8504,0,23,0,54,12,2,2653,0,306,11,22,18,0,0,0,12,4508,10,976,0,5,72,225,350,337,23,24,37,18,0,2,2739,84,4,22,1370,94,2,16,3484
"G2700230","2000","2","4","Minnesota","27","Chippewa","023",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Chippewa County",0,0,0,0,0,0,0,2,5,0,22,10,9,0,2,0,8,8,0,122,51,279,687,0,453,0,26,35,211,79,5496,0,8,0,0,19,0,768,0,56,0,7,3,0,0,0,8,5162,5,167,10,0,11,70,45,69,0,4,7,0,0,2,1090,32,0,2,325,20,4,6,591
"G2700250","2000","2","4","Minnesota","27","Chisago","025",,,,,,,,,,,,,"5120","9999","9999",,,,,,,,"Chisago County",0,0,0,2,84,0,0,0,169,0,35,0,40,4,40,0,6,17,0,776,91,776,567,7,2569,11,133,569,2528,869,15280,2,47,0,136,9,0,4654,0,1206,11,34,10,0,1,0,31,5880,6,2334,25,31,108,453,257,402,48,23,62,28,0,42,8660,187,0,47,1020,48,3,14,1866
"G2700270","2000","2","4","Minnesota","27","Clay","027",,,,,,,,,,,,,"2520","9999","9999",,,,,,,,"Clay County",2,0,0,0,315,17,0,0,39,0,153,8,105,23,42,0,0,12,0,714,115,897,700,0,2648,0,168,534,1998,396,18566,12,57,0,108,66,19,3633,4,652,0,14,19,0,0,0,55,21605,34,1470,18,20,396,589,483,512,4,14,28,28,0,73,4623,155,0,129,798,144,20,24,3476
"G2700290","2000","2","4","Minnesota","27","Clearwater","029",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Clearwater County",0,0,0,0,6,0,0,0,7,0,7,1,10,0,15,0,0,22,0,170,28,137,154,0,404,0,45,59,265,79,1699,0,4,0,6,4,0,479,0,55,0,4,8,0,0,0,0,3590,4,98,4,4,15,122,55,106,5,0,12,4,0,3,945,7,0,12,445,18,3,3,760
"G2700310","2000","2","4","Minnesota","27","Cook","031",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Cook County",0,0,0,0,5,0,3,0,26,0,4,0,54,0,13,0,0,6,0,32,14,79,88,0,486,0,48,219,223,57,1393,0,7,0,7,9,0,638,3,59,5,4,5,0,0,0,56,1023,0,141,0,10,28,85,47,101,0,7,20,10,0,0,752,32,0,16,147,40,0,6,526
"G2700330","2000","2","4","Minnesota","27","Cottonwood","033",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Cottonwood County",0,0,0,0,0,0,0,0,18,0,46,0,7,0,5,0,0,0,0,149,5,490,796,0,533,0,42,32,178,32,6167,0,5,0,10,19,0,488,0,59,0,0,29,4,0,0,8,2446,19,140,0,0,67,122,125,50,0,0,12,0,0,0,682,94,0,6,415,33,3,3,673
"G2700350","2000","2","4","Minnesota","27","Crow Wing","035",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Crow Wing County",0,0,0,0,48,6,0,8,160,0,110,3,53,0,59,0,0,192,0,812,125,1106,1162,2,4012,0,227,1333,2956,1009,20639,0,58,0,128,26,0,5671,2,859,9,41,34,3,3,0,25,10094,16,3008,10,14,219,654,723,643,68,38,62,64,0,21,6838,170,0,96,2386,246,11,141,2070
"G2700370","2000","2","4","Minnesota","27","Dakota","037",,,,,,,,,,,,,"5120","9999","9999",,,,,,,,"Dakota County",0,116,21,29,1858,54,0,194,1867,9,776,15,1134,24,581,0,105,665,0,6530,1499,6181,6971,196,25173,22,2756,3824,14934,4306,139083,18,1069,95,1023,351,241,53661,41,10945,72,708,484,53,4,11,641,56950,103,16909,126,657,3077,3638,3596,5270,497,407,721,620,8,2006,32587,1966,112,1692,10196,1861,227,498,34298
"G2700390","2000","2","4","Minnesota","27","Dodge","039",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Dodge County",0,0,0,0,13,0,0,5,44,0,50,4,8,0,10,0,3,8,0,452,39,511,462,0,1380,0,123,63,429,98,7319,0,22,2,28,2,0,1696,0,182,0,13,12,0,0,2,22,5075,5,458,2,4,62,140,162,207,4,4,7,6,0,9,750,336,0,9,862,52,0,4,821
"G2700410","2000","2","4","Minnesota","27","Douglas","041",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Douglas County",2,0,0,0,6,0,0,0,92,0,100,2,46,0,40,0,0,46,0,983,80,684,652,2,1599,0,91,515,1012,226,14809,0,10,0,17,17,1,2650,0,336,0,0,21,0,0,0,19,8896,6,1071,5,2,106,417,289,307,21,3,24,10,0,17,4469,109,0,34,1269,93,8,2,911
"G2700430","2000","2","4","Minnesota","27","Faribault","043",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Faribault County",0,0,0,0,8,7,0,4,13,0,28,0,4,0,0,0,0,23,0,149,14,398,292,0,922,0,44,30,508,86,7851,0,12,0,13,21,0,1346,0,52,0,0,4,0,0,0,22,3875,17,1086,0,9,25,67,143,188,0,2,2,0,0,40,650,15,0,28,487,74,0,17,854
"G2700450","2000","2","4","Minnesota","27","Fillmore","045",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Fillmore County",0,0,0,2,22,0,0,0,17,0,17,2,33,0,9,0,2,11,0,278,27,391,1050,2,1448,5,82,28,377,78,7541,0,17,0,4,4,0,2120,0,138,0,11,30,0,0,0,12,8235,73,361,4,8,54,133,152,280,6,6,3,13,0,10,498,173,0,9,652,89,0,9,457
"G2700470","2000","2","4","Minnesota","27","Freeborn","047",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Freeborn County",0,0,14,0,20,0,0,2,30,0,20,0,59,0,20,0,5,22,0,985,117,2890,1192,0,1851,5,68,70,684,203,10606,0,39,0,23,0,0,2677,6,199,4,10,29,0,0,0,4,12097,9,814,8,12,78,248,201,261,6,10,15,5,0,5,1223,51,0,27,800,113,3,2,2782
"G2700490","2000","2","4","Minnesota","27","Goodhue","049",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Goodhue County",8,0,0,0,17,0,0,2,117,0,40,0,87,10,27,0,0,29,0,572,172,757,771,0,2585,0,213,366,1156,362,19745,0,24,0,91,10,0,4881,0,410,5,24,92,2,0,2,31,11041,20,1157,26,10,33,424,256,416,7,15,41,23,0,16,5279,531,0,50,1436,184,27,24,1822
"G2700510","2000","2","4","Minnesota","27","Grant","051",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Grant County",0,0,0,0,0,5,0,0,13,0,17,1,2,0,6,0,0,5,0,71,7,133,139,0,323,0,17,34,147,27,2434,0,2,0,2,3,0,388,0,33,0,3,4,0,0,0,2,2755,2,122,0,0,7,103,67,54,0,0,4,2,0,0,857,10,0,5,134,15,0,12,116
"G2700530","2000","2","4","Minnesota","27","Hennepin","053",,,,,,,,,,,,,"5120","9999","9999",,,,,,,,"Hennepin County",50,147,115,26,4832,445,45,337,4152,81,2408,292,4111,449,2289,83,283,1690,27,15317,3959,18631,18625,1577,85488,186,10555,16737,43257,11348,321681,145,3682,715,3517,856,1313,130947,198,26827,1129,2014,1236,30,20,104,2193,163554,324,49741,747,2247,16292,14103,12621,18712,769,878,2573,1600,15,25646,114759,5576,523,4726,26698,6335,1962,2056,191634
"G2700550","2000","2","4","Minnesota","27","Houston","055",,,,,,,,,,,,,"3870","9999","9999",,,,,,,,"Houston County",0,0,0,0,8,0,0,2,24,0,14,0,32,4,8,0,6,1,0,357,31,181,245,0,1160,0,61,42,540,115,10097,0,22,0,4,0,0,2683,0,144,10,0,162,0,0,0,20,6585,2,697,2,0,43,46,116,224,3,0,13,2,0,13,576,205,0,2,496,79,0,7,482
"G2700570","2000","2","4","Minnesota","27","Hubbard","057",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Hubbard County",0,0,0,0,15,0,0,2,32,2,49,0,40,0,29,0,0,19,4,294,51,299,399,2,1691,0,98,544,773,196,7284,0,28,0,58,9,0,1896,0,204,8,30,17,0,0,0,34,4097,8,548,8,5,41,218,266,268,0,13,20,14,0,6,1685,70,0,27,626,95,0,10,911
"G2700590","2000","2","4","Minnesota","27","Isanti","059",,,,,,,,,,,,,"5120","9999","9999",,,,,,,,"Isanti County",0,0,0,0,70,2,0,4,40,0,46,0,38,8,24,0,5,24,0,408,104,647,492,2,1969,0,179,627,1247,507,11255,4,36,0,80,15,3,3146,0,556,5,24,10,0,0,0,4,5191,7,1647,11,25,159,409,390,326,6,19,37,20,0,19,7890,88,2,111,1118,77,2,25,1130
"G2700610","2000","2","4","Minnesota","27","Itasca","061",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Itasca County",5,0,0,0,13,13,0,0,142,0,94,0,63,27,94,0,6,293,0,601,137,616,791,4,3313,0,235,3545,2456,957,12957,0,53,0,47,7,0,4551,2,1642,6,17,23,8,0,0,3,6787,33,1488,13,41,113,386,530,493,408,129,56,198,0,6,4589,169,24,50,1797,156,0,201,2884
"G2700630","2000","2","4","Minnesota","27","Jackson","063",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Jackson County",0,0,0,0,6,0,0,0,48,0,37,0,13,0,4,0,0,0,0,526,53,394,347,0,649,0,26,11,166,18,5784,0,0,0,3,7,0,742,0,36,0,26,26,0,0,0,4,1873,8,130,0,0,27,39,71,65,0,0,68,2,0,0,508,39,0,0,521,41,2,0,470
"G2700650","2000","2","4","Minnesota","27","Kanabec","065",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Kanabec County",0,0,0,0,21,18,0,1,11,0,20,0,14,0,7,0,2,3,0,326,35,297,588,0,854,0,96,233,550,211,5185,0,45,0,22,5,0,1274,0,152,3,11,4,2,0,0,40,2397,7,616,2,2,41,158,117,96,2,11,10,12,0,9,3226,38,4,16,661,61,4,8,545
"G2700670","2000","2","4","Minnesota","27","Kandiyohi","067",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Kandiyohi County",6,0,0,0,9,0,0,0,69,0,136,24,54,8,34,0,0,20,0,590,68,898,3012,0,1645,0,124,185,976,240,15495,0,20,0,24,33,0,2826,0,250,0,4,18,0,0,0,57,11769,13,981,12,4,43,500,243,288,12,0,5,0,0,135,6285,116,0,31,1052,75,0,7,3654
"G2700690","2000","2","4","Minnesota","27","Kittson","069",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Kittson County",0,0,0,0,5,0,0,1,5,0,9,0,2,0,14,0,0,4,0,44,8,77,49,0,287,0,0,11,174,40,980,0,0,0,7,27,0,321,0,22,0,9,0,0,0,0,0,1871,0,472,1,6,9,165,65,84,2,0,0,0,0,0,1777,7,2,111,121,7,0,0,165
"G2700710","2000","2","4","Minnesota","27","Koochiching","071",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Koochiching County",0,0,0,0,0,18,0,0,56,0,9,0,20,0,35,0,0,51,0,89,57,314,233,0,1000,0,60,416,890,306,3487,0,8,0,44,24,0,1450,0,311,10,14,0,0,0,0,11,3438,13,568,3,6,48,140,201,259,0,45,16,98,0,18,2067,65,0,348,559,47,12,18,593
